Brand_Name,Policy_Name,Cashless_Hospitals,Coverage_Amount,Monthly_Premium,Annual_Premium,Claim_Settlement_Ratio,Fitness_Score1,Fitness_Score2,Fitness_Score3,Fitness Score_4
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹2,090/month","₹25,075 / Year",93.4 % claim settlement ratio,47,46,45,48
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹2,084/month","₹25,008 / Year",93.4 % claim settlement ratio,58,57,56,59
Universal Sompo,A Plus Silver,20,₹75 Lac,"₹1,733/month","₹20,792 / Year",96 % claim settlement ratio,85,84,83,86
Universal Sompo,A Plus Gold,20,₹75 Lac,"₹1,789/month","₹21,464 / Year",96 % claim settlement ratio,69,68,67,70
Universal Sompo,A Plus Diamond,20,₹75 Lac,"₹1,993/month","₹23,919 / Year",96 % claim settlement ratio,96,95,94,97
Universal Sompo,A Plus Silver + Non medical items,20,₹75 Lac,"₹1,802/month","₹21,629 / Year",96 % claim settlement ratio,84,83,82,85
Universal Sompo,A Plus Gold + Non medical items,20,₹75 Lac,"₹1,859/month","₹22,302 / Year",96 % claim settlement ratio,60,59,58,61
Universal Sompo,A Plus Diamond + Non medical items,20,₹75 Lac,"₹2,063/month","₹24,756 / Year",96 % claim settlement ratio,66,65,64,67
Universal Sompo,A Plus Silver + PED waiting period waiver,20,₹75 Lac,"₹2,084/month","₹25,004 / Year",96 % claim settlement ratio,45,44,43,46
Universal Sompo,A Plus Gold + PED waiting period waiver,20,₹75 Lac,"₹2,140/month","₹25,677 / Year",96 % claim settlement ratio,33,32,31,34
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,₹75 Lac,"₹2,344/month","₹28,131 / Year",96 % claim settlement ratio,44,43,42,45
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,₹1 Cr,"₹1,659/month","₹19,908 / Year",93 % claim settlement ratio,46,45,44,47
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,₹1 Cr,"₹1,709/month","₹5,128 for 3 months",93 % claim settlement ratio,49,48,47,50
Care Health,Care with Care Shield,15,₹75 Lac,"₹7,831/month","₹93,969 / Year",93 % claim settlement ratio,45,44,43,46
Star Health,Young Star Silver,16,₹75 Lac,"₹1,690/month","₹20,279 / Year",85.80 % claim settlement ratio,47,46,45,48
Star Health,Young Star Gold,16,₹75 Lac,"₹1,802/month","₹21,628 / Year",85.80 % claim settlement ratio,41,40,39,42
Star Health,Assure Insurance Policy,16,₹75 Lac,"₹1,886/month","₹22,635 / Year",85.80 % claim settlement ratio,42,41,40,43
Star Health,Comprehensive Individual,16,₹75 Lac,"₹2,068/month","₹24,815 / Year",85.80 % claim settlement ratio,60,59,58,61
Star Health,Comprehensive with PED Buy Back,16,₹75 Lac,"₹2,688/month","₹32,260 / Year",85.80 % claim settlement ratio,61,60,59,62
Star Health,Smart Health Pro,16,₹75 Lac,"₹1,481/month","₹17,767 / Year",85.80 % claim settlement ratio,83,82,81,84
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,₹1 Cr,"₹2,299/month","₹27,584 / Year",92 % claim settlement ratio,84,83,82,85
Niva Bupa,Reassure 2.0 Titanium+ (Direct),16,₹1 Cr,"₹2,356/month","₹28,266 / Year",92 % claim settlement ratio,81,80,79,82
Niva Bupa,Reassure 2.0 Bronze+(Direct),16,₹1 Cr,"₹2,158/month","₹25,894 / Year",92 % claim settlement ratio,82,81,80,83
Niva Bupa,Aspire Gold + (Direct),16,₹1 Cr,"₹1,803/month","₹21,638 / Year",92 % claim settlement ratio,83,82,81,84
Niva Bupa,Aspire Diamond + (Direct),16,₹1 Cr,"₹2,031/month","₹24,377 / Year",92 % claim settlement ratio,89,88,87,90
Niva Bupa,Aspire Platinum + (Direct),16,₹1 Cr,"₹2,236/month","₹26,833 / Year",92 % claim settlement ratio,83,82,81,84
Niva Bupa,Aspire Titanium + (Direct),16,₹1 Cr,"₹2,250/month","₹27,000 / Year",92 % claim settlement ratio,51,50,49,52
Niva Bupa,Health Companion,16,₹1 Cr,"₹2,594/month","₹31,130 / Year",92 % claim settlement ratio,59,58,57,60
Niva Bupa,Health Companion + Safeguard,16,₹1 Cr,"₹2,789/month","₹33,465 / Year",92 % claim settlement ratio,54,53,52,55
Niva Bupa,Health Premia Platinum,16,₹1 Cr,"₹5,302/month","₹63,627 / Year",92 % claim settlement ratio,53,52,51,54
Aditya Birla,Activ One Max,14,₹75 Lac,"₹1,512/month","₹18,138 / Year",96 % claim settlement ratio,31,30,29,32
Aditya Birla,Active Health Platinum - Enhanced,14,₹1 Cr,"₹2,015/month","₹24,182 / Year",96 % claim settlement ratio,36,35,34,37
ICICI Lombard,Elevate + BeFit,12,₹1 Cr,"₹1,670/month","₹20,039 / Year",99.80 % claim settlement ratio,38,37,36,39
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,₹75 Lac,"₹2,299/month","₹27,583 / Year",99.80 % claim settlement ratio,65,64,63,66
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,₹75 Lac,"₹2,299/month","₹27,583 / Year",99.80 % claim settlement ratio,42,41,40,43
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,₹75 Lac,"₹2,330/month","₹27,954 / Year",99.80 % claim settlement ratio,48,47,46,49
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,₹75 Lac,"₹2,330/month","₹27,954 / Year",99.80 % claim settlement ratio,41,40,39,42
Reliance,Health Gain Prime,15,₹1 Cr,"₹1,843/month","₹22,120 / Year",99.90 % claim settlement ratio,42,41,40,43
Reliance,Health Infinity With More Time,15,₹1 Cr,"₹1,848/month","₹22,176 / Year",99.90 % claim settlement ratio,43,42,41,44
Reliance,Health Infinity With More Global,15,₹1 Cr,"₹1,848/month","₹22,176 / Year",99.90 % claim settlement ratio,89,88,87,90
Reliance,Health Infinity With More Cover,15,₹1 Cr,"₹1,848/month","₹22,176 / Year",99.90 % claim settlement ratio,62,61,60,63
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹2,106/month","₹25,277 / Year",93.4 % claim settlement ratio,63,62,61,64
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹1,212/month","₹14,545 / Year",93.4 % claim settlement ratio,81,80,79,82
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹1,229/month","₹14,747 / Year",93.4 % claim settlement ratio,69,68,67,70
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹1,206/month","₹14,477 / Year",93.4 % claim settlement ratio,55,54,53,56
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹2,090/month","₹25,075 / Year",93.4 % claim settlement ratio,52,51,50,53
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹2,084/month","₹25,008 / Year",93.4 % claim settlement ratio,59,58,57,60
Royal Sundaram,Lifeline Supreme,15,₹1 Cr,"₹1,583/month","₹18,991 / Year",92 % claim settlement ratio,97,96,95,98
Royal Sundaram,Lifeline Elite,15,₹1 Cr,"₹5,641/month","₹67,695 / Year",92 % claim settlement ratio,64,63,62,65
Universal Sompo,A Plus Silver,20,₹75 Lac,"₹1,733/month","₹20,792 / Year",96 % claim settlement ratio,62,61,60,63
Universal Sompo,A Plus Gold,20,₹75 Lac,"₹1,789/month","₹21,464 / Year",96 % claim settlement ratio,63,62,61,64
Universal Sompo,A Plus Diamond,20,₹75 Lac,"₹1,993/month","₹23,919 / Year",96 % claim settlement ratio,69,68,67,70
Universal Sompo,A Plus Silver + Non medical items,20,₹75 Lac,"₹1,802/month","₹21,629 / Year",96 % claim settlement ratio,30,29,28,31
Universal Sompo,A Plus Gold + Non medical items,20,₹75 Lac,"₹1,859/month","₹22,302 / Year",96 % claim settlement ratio,100,99,98,100
Universal Sompo,A Plus Diamond + Non medical items,20,₹75 Lac,"₹2,063/month","₹24,756 / Year",96 % claim settlement ratio,75,74,73,76
Universal Sompo,A Plus Silver + PED waiting period waiver,20,₹75 Lac,"₹2,084/month","₹25,004 / Year",96 % claim settlement ratio,78,77,76,79
Universal Sompo,A Plus Gold + PED waiting period waiver,20,₹75 Lac,"₹2,140/month","₹25,677 / Year",96 % claim settlement ratio,99,98,97,100
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,₹75 Lac,"₹2,344/month","₹28,131 / Year",96 % claim settlement ratio,100,99,98,100
Digit Insurance,Double Wallet Plan,10,₹1 Cr,"₹1,613/month","₹19,352 / Year",96 % claim settlement ratio,43,42,41,44
Digit Insurance,Infinity Wallet Plan,10,₹1 Cr,"₹1,932/month","₹23,189 / Year",96 % claim settlement ratio,48,47,46,49
Digit Insurance,Worldwide Treatment plan,10,₹1 Cr,"₹3,447/month","₹41,360 / Year",96 % claim settlement ratio,50,49,48,51
